MSZoning,Street,LotShape,LandSlope,Neighborhood,HouseStyle,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,KitchenQual,FireplaceQu,GarageFinish,GarageType_NoNull,OverallQual,GrLivArea_capped,TotalBsmtSF_capped,2ndFlrSF,BsmtFinSF1,1stFlrSF_capped,LotArea_capped,GarageArea_capped,YearBuilt,LotFrontage_capped
RM,Pave,Reg,Gtl,MeadowV,1Story,TA,PConc,Gd,No,Gd,GasA,TA,Y,TA,Po,Fin,Attchd,5,1142.0,1142.0,0,874,1142.0,4224.0,528.0,1976,44.0
RL,Pave,IR1,Gtl,Mitchel,SFoyer,TA,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,TA,Fin,Attchd,5,1110.0,1097.0,0,1097,1110.0,9101.0,602.0,1978,
RL,Pave,Reg,Gtl,Edwards,1Story,TA,CBlock,TA,No,TA,GasW,TA,N,TA,,Unf,Detchd,5,1164.0,1164.0,0,1040,1164.0,10880.0,240.0,1950,68.0
RM,Pave,Reg,Gtl,IDOTRR,2Story,TA,PConc,TA,Mn,TA,GasA,TA,N,TA,,Unf,Detchd,5,1192.0,596.0,596,0,596.0,6402.0,189.0,1920,60.0
RL,Pave,Reg,Gtl,CollgCr,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,7,1422.0,1422.0,0,0,1422.0,8500.0,626.0,2004,63.0
RL,Pave,IR1,Gtl,Sawyer,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,Gd,,RFn,Attchd,5,894.0,894.0,0,702,894.0,9764.0,450.0,1967,57.0
FV,Pave,Reg,Gtl,Somerst,2Story,Gd,PConc,Gd,Mn,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,8,1953.0,1082.0,871,0,1082.0,10574.0,1007.4922406197524,2005,85.0
RL,Pave,Reg,Gtl,CollgCr,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,RFn,Attchd,7,1792.0,963.0,829,361,963.0,12435.0,564.0,2001,80.0
RL,Pave,Reg,Gtl,Edwards,1.5Fin,TA,BrkTil,Gd,No,Gd,Grav,Fa,N,Fa,,Unf,Detchd,4,924.0,672.0,252,348,672.0,12180.0,280.0,1941,60.0
RL,Pave,Reg,Gtl,SawyerW,1Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,TA,,Unf,Attchd,6,752.0,744.0,0,623,752.0,7175.0,264.0,1984,50.0
RL,Pave,Reg,Gtl,Crawfor,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,Gd,Unf,Attchd,7,1740.0,800.0,780,410,960.0,13125.0,240.0,1940,75.0
RL,Pave,IR1,Gtl,Gilbert,2Story,TA,PConc,Gd,No,Gd,GasA,Gd,Y,TA,TA,RFn,BuiltIn,6,1593.0,808.0,785,0,808.0,9636.0,389.0,1992,
RL,Pave,Reg,Gtl,NAmes,1.5Fin,TA,CBlock,TA,No,TA,GasA,Fa,Y,TA,,Unf,Detchd,5,1385.0,910.0,475,507,910.0,8520.0,720.0,1952,71.0
FV,Pave,Reg,Gtl,Somerst,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Unf,Attchd,7,1266.0,1257.0,0,0,1266.0,7500.0,453.0,2005,62.0
RL,Pave,IR3,Gtl,Gilbert,2Story,Gd,PConc,Ex,No,Ex,GasA,Ex,Y,Gd,Gd,RFn,BuiltIn,7,2021.0,868.0,1134,0,887.0,23257.0,422.0,2006,130.7618378042347
RL,Pave,Reg,Gtl,NWAmes,1Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,TA,TA,RFn,Attchd,6,1334.0,1350.0,0,686,1334.0,9650.0,630.0,1977,80.0
FV,Pave,Reg,Gtl,Somerst,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Unf,Detchd,7,1252.0,600.0,628,510,624.0,2160.0,462.0,1999,24.0
RM,Pave,Reg,Gtl,OldTown,1.5Fin,TA,BrkTil,TA,No,TA,GasW,TA,N,Gd,Gd,Unf,Detchd,6,2526.0,714.0,862,168,1664.0,8520.0,216.0,1916,60.0
RL,Pave,Reg,Gtl,NridgHt,1Story,Ex,PConc,Ex,Gd,Ex,GasA,Ex,Y,Ex,Gd,Fin,Attchd,10,2402.0,2154.1927632034717,0,1767,2129.096057431453,15431.0,672.0,2008,105.0
RM,Pave,IR1,Gtl,BrkSide,2Story,TA,BrkTil,Fa,Mn,Fa,GasA,Ex,Y,TA,,Fin,Detchd,6,1362.0,611.0,611,0,751.0,6155.0,502.0,1920,60.0
RL,Pave,IR1,Gtl,NoRidge,2Story,Gd,PConc,Ex,Gd,Ex,GasA,Ex,Y,Gd,TA,Fin,Attchd,10,2829.164657188144,1930.0,1796,1387,1831.0,35469.990413139654,807.0,1995,118.0
RL,Pave,IR1,Gtl,NoRidge,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,RFn,Attchd,7,2520.0,1203.0,1306,565,1214.0,9950.0,721.0,1995,82.0
RL,Pave,Reg,Gtl,Edwards,1Story,TA,Slab,NoBasement,NoBasement,NoBasement,GasW,Fa,N,Fa,,Unf,Detchd,3,944.0,0.0,0,0,944.0,10206.0,528.0,1952,74.0
RL,Pave,Reg,Gtl,Sawyer,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,Fa,Unf,Detchd,5,912.0,912.0,0,842,912.0,8521.0,336.0,1967,70.0
FV,Pave,Reg,Gtl,Somerst,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,7,1553.0,756.0,797,0,756.0,8125.0,615.0,2005,65.0
RL,Pave,Reg,Gtl,Edwards,1Story,TA,PConc,TA,No,TA,GasA,Ex,Y,TA,,Unf,Attchd,4,948.0,864.0,0,492,948.0,10215.0,248.0,1954,75.0
FV,Pave,Reg,Gtl,Somerst,2Story,TA,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,RFn,Attchd,7,1852.0,900.0,920,822,932.0,8640.0,644.0,2009,72.0
RM,Pave,Reg,Gtl,OldTown,2Story,TA,PConc,TA,No,TA,GasA,Gd,Y,TA,,Unf,Detchd,5,1230.0,440.0,548,0,682.0,10440.0,440.0,1910,60.0
RL,Pave,Reg,Gtl,SawyerW,1Story,TA,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,NoGarage,,7,1080.0,1080.0,0,680,1080.0,7500.0,0.0,2004,63.0
RL,Pave,Reg,Gtl,Edwards,1.5Fin,TA,BrkTil,TA,No,TA,GasW,Gd,Y,Fa,,Unf,Detchd,5,1250.0,686.0,564,0,686.0,8248.0,280.0,1918,45.0
RL,Pave,Reg,Mod,NAmes,2Story,TA,CBlock,TA,Gd,TA,GasA,TA,Y,TA,,RFn,Attchd,6,1611.0,780.0,813,674,798.0,9760.0,442.0,1964,80.0
RL,Pave,Reg,Gtl,SawyerW,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Fin,Attchd,7,1949.0,1050.0,887,750,1062.0,9938.0,574.0,1993,80.0
RH,Pave,Reg,Gtl,Edwards,2Story,TA,BrkTil,TA,No,TA,GasA,TA,N,TA,,Unf,Detchd,6,1369.0,672.0,672,551,697.0,6629.0,300.0,1925,54.0
RL,Pave,IR1,Gtl,Gilbert,SLvl,TA,PConc,Gd,No,Gd,GasA,Gd,Y,Gd,TA,Fin,Attchd,7,1482.0,384.0,670,0,812.0,9125.0,392.0,1992,
RM,Pave,Reg,Gtl,BrkSide,1.5Unf,TA,BrkTil,TA,No,TA,GasA,TA,Y,TA,Gd,Unf,Detchd,5,1048.0,993.0,0,0,1048.0,6380.0,280.0,1922,58.0
FV,Pave,Reg,Gtl,Somerst,1Story,Gd,PConc,Ex,No,Ex,GasA,Ex,Y,Gd,,Fin,Attchd,7,1372.0,1372.0,0,0,1372.0,8640.0,529.0,2007,72.0
RL,Pave,IR1,Gtl,Timber,1Story,Gd,PConc,Ex,No,Ex,GasA,Ex,Y,Gd,,Fin,Attchd,8,1296.0,1267.0,0,1005,1296.0,6853.0,471.0,2001,
RL,Pave,Reg,Gtl,CollgCr,1Story,TA,PConc,Gd,No,Gd,GasA,Gd,Y,TA,,Unf,Attchd,5,990.0,990.0,0,495,990.0,8775.0,299.0,1994,65.0
RL,Pave,Reg,Gtl,SWISU,1.5Fin,TA,BrkTil,TA,No,TA,GasA,TA,Y,TA,Gd,Unf,Detchd,6,1489.0,778.0,545,0,944.0,9900.0,240.0,1940,60.0
RL,Pave,Reg,Gtl,NridgHt,2Story,Gd,PConc,Ex,No,Ex,GasA,Ex,Y,Gd,Gd,RFn,Attchd,7,2172.0,1063.0,1101,0,1071.0,14154.0,947.0,2006,109.0
RL,Pave,Reg,Gtl,Blmngtn,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,7,1266.0,1266.0,0,0,1266.0,3182.0,388.0,2007,43.0
FV,Pave,IR1,Gtl,Somerst,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Fin,Attchd,6,1218.0,1218.0,0,27,1218.0,7862.0,676.0,2009,75.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,Gd,Gd,Unf,Attchd,6,932.0,932.0,0,0,932.0,8280.0,306.0,1950,57.0
RL,Pave,Reg,Gtl,NPkVill,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,Fa,Unf,Attchd,6,1322.0,855.0,467,257,855.0,2308.0,440.0,1974,24.0
RM,Pave,Reg,Gtl,OldTown,1.5Fin,TA,CBlock,TA,No,TA,GasA,Gd,Y,Gd,,Unf,Attchd,6,1635.0,485.0,634,0,1001.0,5310.0,255.0,1910,59.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,Gd,Unf,Attchd,6,1478.0,1478.0,0,1270,1478.0,17600.0,498.0,1960,
RL,Pave,Reg,Gtl,Edwards,1.5Fin,TA,PConc,TA,No,TA,GasA,TA,Y,TA,,NoGarage,,5,1184.0,658.0,526,0,658.0,8410.0,0.0,1910,58.0
RL,Pave,Reg,Gtl,CollgCr,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,7,1710.0,856.0,854,706,856.0,8450.0,548.0,2003,65.0
RL,Pave,IR1,Gtl,Mitchel,SFoyer,TA,CBlock,Gd,Av,Gd,GasA,Ex,Y,TA,TA,RFn,Attchd,6,912.0,888.0,0,773,912.0,7540.0,470.0,1978,
RL,Pave,IR2,Sev,ClearCr,2Story,TA,PConc,TA,Gd,TA,GasA,TA,Y,TA,,Fin,Attchd,5,2126.0,1013.0,966,249,1160.0,28698.0,538.0,1967,
RL,Pave,Reg,Gtl,Timber,SLvl,TA,PConc,Gd,No,Gd,GasA,Gd,Y,Gd,,Fin,BuiltIn,5,1394.0,384.0,640,0,754.0,9735.0,400.0,2006,73.0
RL,Pave,Reg,Gtl,Sawyer,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,5,970.0,970.0,0,630,970.0,8480.0,624.0,1963,80.0
RL,Pave,IR1,Gtl,Mitchel,SLvl,TA,CBlock,TA,Av,TA,GasA,TA,Y,TA,,Unf,Attchd,6,1034.0,1012.0,0,539,1034.0,12328.0,888.0,1976,
RL,Pave,IR1,Gtl,CollgCr,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,7,1720.0,860.0,860,0,860.0,11645.0,565.0,2004,89.0
RM,Pave,Reg,Gtl,OldTown,1.5Fin,TA,CBlock,TA,No,TA,GasA,TA,Y,Gd,,Unf,BuiltIn,5,1387.0,811.0,576,0,811.0,6000.0,256.0,1954,50.0
RL,Pave,IR1,Gtl,Edwards,SLvl,TA,CBlock,TA,Av,TA,GasA,Gd,Y,Ex,Gd,RFn,Basment,6,1357.0,1019.0,0,719,1357.0,11512.0,312.0,1959,124.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,Gd,Unf,Attchd,5,1264.0,1268.0,0,697,1264.0,9300.0,461.0,1960,73.0
RL,Pave,IR2,Gtl,Gilbert,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,6,1484.0,742.0,742,0,742.0,12589.0,390.0,2005,130.7618378042347
RL,Pave,IR1,Gtl,StoneBr,2Story,Gd,PConc,Gd,No,Gd,GasA,Gd,Y,Gd,TA,RFn,Attchd,7,1767.0,1064.0,703,495,1064.0,5306.0,504.0,1987,44.0
RM,Pave,Reg,Gtl,OldTown,1Story,TA,BrkTil,TA,No,TA,GasA,Ex,Y,Gd,,Unf,Detchd,6,813.0,813.0,0,0,813.0,5684.0,270.0,1930,70.0
RM,Pave,Reg,Gtl,IDOTRR,1.5Fin,TA,CBlock,TA,Av,TA,GasA,Gd,N,TA,,NoGarage,,6,754.0,520.0,0,490,520.0,6780.0,0.0,1935,60.0
RL,Pave,IR2,Mod,NAmes,1Story,TA,CBlock,Gd,Gd,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,7,2069.0,585.0,0,425,2069.0,27650.0,505.0,1960,130.7618378042347
RL,Pave,Reg,Gtl,Timber,SLvl,Gd,CBlock,Gd,Av,Gd,GasA,Ex,Y,Gd,Fa,RFn,Attchd,6,1509.0,1461.0,0,783,1509.0,10200.0,600.0,1988,85.0
RL,Pave,Reg,Gtl,Gilbert,2Story,TA,PConc,Gd,No,Gd,GasA,Gd,Y,TA,TA,Fin,Attchd,6,1481.0,702.0,779,0,702.0,8125.0,343.0,1994,65.0
RL,Pave,Reg,Gtl,BrkSide,1Story,TA,CBlock,TA,Av,TA,GasW,TA,N,TA,,Unf,Detchd,4,960.0,960.0,0,789,960.0,9873.0,576.0,1970,60.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,Slab,NoBasement,NoBasement,NoBasement,GasA,TA,Y,TA,,Unf,Detchd,4,1040.0,0.0,0,0,1040.0,7200.0,420.0,1950,60.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,Slab,NoBasement,NoBasement,NoBasement,Wall,Fa,N,TA,,Unf,Detchd,4,1040.0,0.0,0,0,1040.0,7200.0,420.0,1949,60.0
RL,Pave,Reg,Gtl,Crawfor,2Story,TA,BrkTil,Fa,No,Fa,GasA,Gd,Y,TA,Gd,Unf,Detchd,7,1802.0,793.0,901,352,901.0,7588.0,216.0,1920,54.0
FV,Pave,Reg,Gtl,Somerst,2Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Ex,Gd,Fin,BuiltIn,8,2610.0,1184.0,1426,64,1184.0,9000.0,550.0,2007,75.0
RL,Pave,Reg,Gtl,Edwards,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,Fa,Gd,Fin,Attchd,5,1466.0,1466.0,0,176,1466.0,17755.0,528.0,1959,130.7618378042347
RM,Pave,Reg,Gtl,OldTown,1.5Fin,TA,PConc,Fa,No,Fa,GasA,TA,Y,TA,,Unf,Detchd,5,1652.0,686.0,686,686,966.0,10800.0,416.0,1915,60.0
RL,Pave,IR2,Gtl,SawyerW,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Unf,Attchd,7,2097.0,1080.0,1017,50,1080.0,11228.0,678.0,1993,59.0
RM,Pave,IR1,Mod,Crawfor,1Story,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,8,1625.0,1573.0,0,1573,1625.0,4750.0,538.0,2006,44.0
RL,Pave,Reg,Gtl,ClearCr,1.5Fin,Gd,CBlock,TA,No,TA,GasW,TA,Y,TA,TA,Fin,Attchd,7,2287.0,1304.0,983,603,1304.0,15593.0,667.0,1953,81.0
RL,Pave,Reg,Gtl,NridgHt,2Story,Ex,PConc,Ex,Gd,Ex,GasA,Ex,Y,Ex,Gd,RFn,BuiltIn,9,2822.0,1734.0,1088,0,1734.0,13891.0,1007.4922406197524,2008,107.0
RL,Pave,IR1,Gtl,Gilbert,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,RFn,BuiltIn,6,2054.0,992.0,1032,695,1022.0,12224.0,390.0,2000,
RL,Pave,Reg,Gtl,Crawfor,1Story,TA,CBlock,TA,Mn,TA,GasA,TA,Y,TA,Gd,Unf,Attchd,5,1336.0,1165.0,0,841,1336.0,15750.0,375.0,1953,90.0
RL,Pave,Reg,Mod,Edwards,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,,Unf,Detchd,4,894.0,894.0,0,552,894.0,9450.0,400.0,1954,68.0
RL,Pave,IR1,Gtl,Veenker,1Story,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,8,1719.0,1719.0,0,1619,1719.0,10846.0,473.0,1993,32.0
RL,Pave,IR1,Gtl,NoRidge,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,RFn,Attchd,7,2127.0,1223.0,904,1000,1223.0,10944.0,525.0,1994,81.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,Gd,RFn,Attchd,6,1251.0,1251.0,0,553,1251.0,8800.0,461.0,1964,80.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Fa,Y,TA,,Fin,Attchd,5,912.0,912.0,0,111,912.0,7535.0,297.0,1958,70.0
RM,Pave,Reg,Gtl,OldTown,1.5Fin,TA,BrkTil,TA,No,TA,Grav,Fa,N,TA,,NoGarage,,3,968.0,600.0,368,0,600.0,5925.0,0.0,1910,50.0
RL,Pave,IR1,Gtl,CollgCr,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,RFn,Attchd,7,1829.0,941.0,888,483,941.0,9548.0,613.0,2003,44.0
RL,Pave,IR1,Gtl,NWAmes,2Story,TA,PConc,Gd,Mn,Gd,GasA,TA,Y,TA,TA,Fin,Attchd,6,1574.0,796.0,784,712,790.0,18800.0,566.0,1976,
C,Pave,Reg,Gtl,IDOTRR,1Story,TA,CBlock,TA,No,TA,GasA,TA,N,TA,,NoGarage,,4,720.0,720.0,0,495,720.0,7879.0,0.0,1920,60.0
RL,Pave,Reg,Gtl,NridgHt,1Story,Gd,PConc,Ex,Av,Ex,GasA,Ex,Y,Ex,Gd,Fin,Attchd,9,1980.0,1980.0,0,1447,1980.0,16737.0,770.0,2004,129.0
RL,Pave,Reg,Gtl,NWAmes,1Story,Gd,CBlock,Gd,Mn,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,7,1621.0,1208.0,0,213,1621.0,14145.0,440.0,1984,91.0
RL,Pave,IR1,Gtl,NWAmes,1Story,Gd,CBlock,Gd,No,Gd,GasA,Gd,Y,Gd,TA,Fin,Attchd,6,1602.0,1602.0,0,1246,1602.0,16635.0,529.0,1977,
RM,Pave,Reg,Gtl,OldTown,1Story,TA,BrkTil,TA,Mn,TA,GasA,Gd,Y,Gd,,Unf,Detchd,6,1616.0,1149.0,467,370,1149.0,5400.0,216.0,1926,40.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,Gd,TA,GasA,TA,Y,TA,Gd,RFn,Attchd,5,1600.0,1484.0,0,1277,1600.0,16321.0,319.0,1957,47.0
RL,Pave,IR1,Gtl,NWAmes,SLvl,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,TA,RFn,Attchd,6,2119.0,689.0,741,0,1378.0,10448.0,583.0,1972,
RM,Pave,Reg,Gtl,Edwards,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Unf,Detchd,7,1709.0,970.0,739,0,970.0,2522.0,380.0,2004,24.0
RL,Pave,Reg,Gtl,NAmes,1Story,Gd,CBlock,TA,No,TA,GasA,Ex,Y,Ex,TA,Fin,Attchd,7,2110.0,2110.0,0,1065,2110.0,11160.0,522.0,1968,93.0
RH,Pave,Reg,Mod,Edwards,1Story,TA,BrkTil,TA,No,TA,GasA,Ex,Y,Gd,,NoGarage,,3,774.0,544.0,0,544,774.0,4270.0,0.0,1931,70.0
RM,Pave,Reg,Gtl,IDOTRR,1Story,TA,BrkTil,TA,No,TA,GasA,Fa,N,TA,,NoGarage,,4,796.0,796.0,0,0,796.0,3636.0,0.0,1922,40.0
RL,Pave,IR1,Gtl,Timber,1Story,Gd,CBlock,Gd,No,Gd,GasA,TA,Y,TA,TA,RFn,Attchd,8,1707.0,1686.0,0,0,1707.0,16669.0,511.0,1981,
RL,Pave,Reg,Gtl,NridgHt,2Story,Gd,PConc,Ex,No,Ex,GasA,Ex,Y,Ex,Gd,Fin,Attchd,8,2161.0,1582.0,551,1288,1610.0,10562.0,789.0,2007,86.0
RL,Pave,Reg,Gtl,CollgCr,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,RFn,Attchd,7,1716.0,880.0,807,0,909.0,8750.0,512.0,1996,70.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,TA,Unf,Attchd,6,1362.0,1362.0,0,288,1362.0,10197.0,504.0,1961,80.0
RL,Pave,IR1,Gtl,CollgCr,2Story,TA,PConc,Gd,Mn,Gd,GasA,Ex,Y,TA,,RFn,Attchd,6,1796.0,794.0,914,706,882.0,9531.0,546.0,1998,
RM,Pave,IR1,Mod,Crawfor,1Story,Ex,PConc,Ex,Gd,Ex,GasA,Ex,Y,Gd,Gd,Fin,Attchd,8,1652.0,1600.0,0,1480,1652.0,5587.0,482.0,2008,64.0
RM,Pave,Reg,Gtl,OldTown,2Story,TA,PConc,TA,No,TA,GasA,Ex,Y,TA,,Unf,Detchd,7,1482.0,650.0,650,624,832.0,9000.0,324.0,1920,50.0
RM,Pave,Reg,Gtl,BrkSide,1Story,TA,BrkTil,TA,No,TA,GasA,TA,N,TA,,Unf,Detchd,5,1015.0,768.0,0,489,1015.0,6120.0,450.0,1925,51.0
RL,Pave,Reg,Gtl,NAmes,1.5Fin,TA,CBlock,TA,No,TA,GasA,TA,Y,Fa,TA,Unf,Attchd,6,1578.0,806.0,620,403,958.0,9490.0,240.0,1941,79.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Unf,Attchd,5,1086.0,1086.0,0,320,1086.0,10200.0,490.0,1954,85.0
RM,Pave,Reg,Gtl,BrDale,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,NoGarage,,6,1218.0,672.0,546,0,672.0,1680.0,0.0,1971,21.0
RL,Pave,IR1,Gtl,Sawyer,SFoyer,TA,CBlock,TA,Av,TA,GasA,TA,Y,TA,,Unf,Detchd,5,860.0,840.0,0,672,860.0,8740.0,528.0,1982,74.0
RM,Pave,Reg,Gtl,OldTown,1.5Fin,TA,BrkTil,TA,No,TA,GasA,Gd,Y,TA,,NoGarage,,4,1140.0,576.0,348,0,792.0,8800.0,0.0,1910,55.0
RL,Pave,Reg,Mod,Crawfor,2Story,TA,BrkTil,Gd,No,Gd,GasA,TA,Y,TA,Gd,RFn,Attchd,7,1502.0,776.0,651,0,851.0,7200.0,270.0,1931,60.0
RL,Pave,Reg,Gtl,NAmes,SLvl,TA,CBlock,TA,Gd,TA,GasA,TA,Y,TA,,RFn,Attchd,6,1165.0,1127.0,0,312,1165.0,9020.0,490.0,1966,82.0
RL,Pave,Reg,Gtl,Gilbert,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Fin,BuiltIn,6,1960.0,860.0,1100,625,860.0,7851.0,440.0,2002,
RL,Pave,IR1,Gtl,CollgCr,2Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,TA,Fin,Attchd,7,2031.0,1153.0,878,252,1153.0,11404.0,541.0,1998,75.0
RL,Pave,IR1,Gtl,CollgCr,2Story,TA,CBlock,Gd,No,Gd,GasA,Ex,Y,TA,,Fin,Attchd,6,1392.0,689.0,703,378,689.0,10900.0,299.0,1977,
RL,Pave,Reg,Gtl,NridgHt,1Story,Gd,PConc,Gd,Mn,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,7,1541.0,1541.0,0,1201,1541.0,12182.0,532.0,2005,95.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,Gd,,Unf,Detchd,5,1327.0,1063.0,0,405,1327.0,7388.0,624.0,1959,75.0
RM,Pave,Reg,Gtl,BrkSide,1.5Fin,TA,BrkTil,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,4,1324.0,672.0,567,672,757.0,6000.0,240.0,1936,50.0
RL,Pave,Reg,Gtl,NWAmes,2Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,TA,TA,RFn,Attchd,6,1552.0,713.0,741,550,811.0,11475.0,434.0,1975,85.0
RL,Pave,IR1,Gtl,NoRidge,2Story,Gd,PConc,Ex,No,Ex,GasA,Ex,Y,Gd,Ex,RFn,Attchd,8,2810.0,1453.0,1357,482,1453.0,9572.0,750.0,1990,
RM,Pave,IR2,Gtl,OldTown,2.5Fin,Gd,BrkTil,TA,Mn,TA,GasA,Ex,Y,Ex,TA,Unf,Detchd,10,2829.164657188144,1107.0,1518,0,1518.0,22950.0,840.0,1892,90.0
RL,Pave,Reg,Gtl,Timber,1Story,TA,CBlock,TA,Gd,TA,GasA,Gd,Y,TA,Gd,RFn,Attchd,5,1328.0,1350.0,0,967,1328.0,16905.0,308.0,1959,115.0
RL,Pave,IR1,Mod,Timber,2Story,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,7,2519.0,1210.0,1281,965,1238.0,26178.0,628.0,1989,42.0
RM,Pave,Reg,Gtl,IDOTRR,1.5Fin,TA,CBlock,TA,No,TA,GasW,TA,N,Fa,,NoGarage,,5,1517.0,793.0,520,0,997.0,8500.0,0.0,1919,85.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,Gd,,Unf,Detchd,5,1057.0,1057.0,0,731,1057.0,7922.0,246.0,1953,68.0
RL,Pave,IR1,Mod,SawyerW,1.5Fin,Gd,CBlock,Gd,Gd,Gd,GasA,Ex,Y,Gd,Gd,Fin,BuiltIn,8,2132.0,1496.0,636,1441,1496.0,12327.0,612.0,1983,79.0
RL,Pave,Reg,Gtl,Timber,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,8,1629.0,1616.0,0,1300,1629.0,14536.0,808.0,2002,85.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Fa,Y,TA,,RFn,Attchd,5,1188.0,1188.0,0,1000,1188.0,12160.0,531.0,1959,
RL,Pave,IR1,Gtl,Somerst,1Story,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,,Unf,Attchd,8,1464.0,1485.0,0,929,1464.0,15256.0,754.0,2007,49.0
RM,Pave,Reg,Gtl,Mitchel,1Story,TA,PConc,Ex,No,Ex,GasA,Ex,Y,TA,,Unf,Attchd,6,1216.0,1216.0,0,897,1216.0,4500.0,402.0,1998,32.0
RL,Pave,IR1,Gtl,NridgHt,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,8,1634.0,1626.0,0,0,1634.0,11428.0,866.0,2006,98.0
RL,Pave,Reg,Gtl,NAmes,1.5Fin,TA,CBlock,TA,Mn,TA,GasA,Ex,Y,TA,Po,Unf,Detchd,5,924.0,672.0,252,0,672.0,8064.0,576.0,1949,60.0
